doy,dow,month,highpricemwh,lowpricemwh,price,change,vol,numt,numc,date,mean_price,dm_price,highsd,avgsd,lowsd,fogsd,rainsd,raintsd,rainfsd,highla,avgla,lowla,fogla,rainla,raintla,rainfla,cloudsd,cloudla,multtemp,addtemp,predprice,cloud,datename,totalest,accommodationandfoodservices,administrativeandsupportandwaste,agricultureforestryfishingandhun,artsentertainmentandrecreation,construction,educationalservices,financeandinsurance,healthcareandsocialassistance,industriesnotclassified,information,managementofcompaniesandenterpri,manufacturing,mining,otherservicesexceptpublicadminis,professionalscientificandtechnic,realestateandrentalandleasing,retailtrade,transportationandwarehousing,utilities,wholesaletrade,totalemp,accommodationandfoodservicesempl,v25,v26,artsentertainmentandrecreationem,constructionemployees,educationalservicesemployees,financeandinsuranceemployees,healthcareandsocialassistanceemp,industriesnotclassifiedemployees,informationemployees,v34,manufacturingemployees,miningemployees,v37,v38,realestateandrentalandleasingemp,retailtradeemployees,transportationandwarehousingempl,utilitiesemployees,wholesaletradeemployees,totalpay,accommodationandfoodservicespayr,v46,v47,artsentertainmentandrecreationpa,constructionpayroll,educationalservicespayroll,financeandinsurancepayroll,healthcareandsocialassistancepay,industriesnotclassifiedpayroll,informationpayroll,v55,manufacturingpayroll,miningpayroll,v58,v59,realestateandrentalandleasingpay,retailtradepayroll,transportationandwarehousingpayr,utilitiespayroll,wholesaletradepayroll,totalpayint,totalempint,totalestint,ngprice,_merge
,,,,,,,,,,19545,,,73,70,66,0,0,0,0,73,70,66,0,0,0,0,0,0,4900,140,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27287181.67123288,969123.0027397261,63419.82191780822,,master only (1)
,,,,,,,,,,19546,,,73,70,67,0,0,0,0,73,70,67,0,0,0,0,0,0,4900,140,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27291768.8630137,969209.7178082194,63421.34246575342,,master only (1)
190,3,7,54,53.25,53.790001,9.08,,20,11,19547,57.630909,-3.8409081,75,71,67,0,0,0,0,75,71,67,0,0,0,0,0,0,5041,142,40.303768,0,07/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27296356.05479452,969296.4328767124,63422.86301369863,3.6500001,matched (3)
191,4,7,50.25,49.5,49.880001,-3.91,,26,17,19548,59.494545,-9.6145439,77,72,67,0,0,0,0,77,72,67,0,0,0,0,0,0,5184,144,41.964291,0,07/09/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27300943.24657534,969383.1479452057,63424.38356164383,3.6900001,matched (3)
192,5,7,46.799999,45,46.450001,-3.43,,19,11,19549,61.182999,-14.732998,77,73,69,0,0,0,0,77,73,69,0,0,0,0,0,0,5329,146,39.703514,0,07/10/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27305530.43835616,969469.8630136987,63425.90410958904,3.6900001,matched (3)
193,6,7,48.5,47.5,48.299999,1.85,,11,11,19550,56.521999,-8.2220001,71,70,69,0,1,0,0,71,70,69,0,1,0,0,1,1,4900,140,37.728218,2,07/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27310117.630137,969556.578082192,63427.42465753424,3.6400001,matched (3)
196,2,7,53,51,52.290001,3.99,,67,16,19551,53.615833,-1.3258324,73,70,67,0,1,0,0,73,70,67,0,1,0,0,1,1,4900,140,42.362991,2,07/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27314704.82191782,969643.293150685,63428.94520547945,3.6099999,matched (3)
,,,,,,,,,,19552,,,76,72,67,0,0,0,0,76,72,67,0,0,0,0,0,0,5184,144,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27319292.01369864,969730.0082191783,63430.46575342465,,master only (1)
,,,,,,,,,,19553,,,77,73,69,0,0,0,0,77,73,69,0,0,0,0,0,0,5329,146,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27323879.20547946,969816.7232876713,63431.98630136986,,master only (1)
197,3,7,52,50,50.700001,-1.59,,62,20,19554,56.126366,-5.4263649,77,73,68,0,0,0,0,77,73,68,0,0,0,0,0,0,5329,146,44.342617,0,07/15/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27328466.39726028,969903.4383561646,63433.50684931507,3.6700001,matched (3)
198,4,7,50,45,46.68,-4.02,,65,21,19555,58.799091,-12.119091,78,73,67,0,0,0,0,78,73,67,0,0,0,0,0,0,5329,146,44.279217,0,07/16/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27333053.5890411,969990.1534246576,63435.02739726027,3.6900001,matched (3)
199,5,7,52,50.5,50.889999,4.21,,43,21,19556,64.035004,-13.145004,77,73,68,0,0,0,0,77,73,68,0,0,0,0,0,0,5329,146,43.298183,0,07/17/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27337640.78082192,970076.8684931507,63436.54794520548,3.6700001,matched (3)
200,6,7,50.75,50,50.349998,-.54,,27,13,19557,60.066998,-9.7169991,77,71,65,0,0,0,0,77,71,65,0,0,0,0,0,0,5041,142,39.763973,0,07/18/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27342227.97260274,970163.583561644,63438.06849315068,3.6600001,matched (3)
203,2,7,50.5,50,50.27,-.08,,35,16,19558,54.561668,-4.2916679,74,71,68,0,0,0,0,74,71,68,0,0,0,0,0,0,5041,142,42.612885,0,07/19/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27346815.16438356,970250.298630137,63439.58904109589,3.78,matched (3)
,,,,,,,,,,19559,,,71,69,66,0,0,0,0,71,69,66,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27351402.35616438,970337.0136986303,63441.10958904109,,master only (1)
,,,,,,,,,,19560,,,71,67,63,0,0,0,0,71,67,63,0,0,0,0,0,0,4489,134,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27355989.54794522,970423.7287671233,63442.6301369863,,master only (1)
204,3,7,48.75,48,48.279999,-1.99,,29,17,19561,55.067272,-6.7872734,70,68,65,0,1,0,0,70,68,65,0,1,0,0,1,1,4624,136,40.999664,2,07/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27360576.73972604,970510.4438356166,63444.1506849315,3.71,matched (3)
205,4,7,46.5,46.5,46.5,-1.78,,31,17,19562,57.932499,-11.432499,76,71,66,0,0,0,0,76,71,66,0,0,0,0,0,0,5041,142,41.938911,0,07/23/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27365163.93150686,970597.1589041096,63445.67123287671,3.6800001,matched (3)
206,5,7,47.099998,46.75,46.900002,.4,,10,11,19563,57.315556,-10.415554,75,71,67,0,0,0,0,75,71,67,0,0,0,0,0,0,5041,142,39.181419,0,07/24/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27369751.12328768,970683.8739726029,63447.19178082192,3.7,matched (3)
207,6,7,47,46.75,46.950001,.05,,16,13,19564,51.048889,-4.0988884,74,71,68,0,0,0,0,74,71,68,0,0,0,0,0,0,5041,142,39.492302,0,07/25/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27374338.3150685,970770.5890410959,63448.71232876712,3.6800001,matched (3)
210,2,7,45.75,45.5,45.59,-1.36,,4,5,19565,52.008331,-6.4183311,73,69,65,0,0,0,0,73,69,65,0,0,0,0,0,0,4761,138,38.253647,0,07/26/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27378925.50684932,970857.3041095892,63450.23287671233,3.5899999,matched (3)
,,,,,,,,,,19566,,,73,70,67,0,0,1,0,73,70,67,0,0,1,0,1,1,4900,140,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27383512.69863014,970944.0191780822,63451.75342465754,,master only (1)
,,,,,,,,,,19567,,,72,69,66,0,0,0,0,72,69,66,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27388099.89041096,971030.7342465755,63453.27397260274,,master only (1)
211,3,7,45.25,44.5,44.93,-.66,,18,14,19568,53.301109,-8.371109,71,68,64,0,0,0,0,71,68,64,0,0,0,0,0,0,4624,136,40.72084,0,07/29/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27392687.08219178,971117.4493150685,63454.79452054795,3.49,matched (3)
212,4,7,46.25,45.75,46.099998,1.17,,25,14,19569,52.014999,-5.9150009,73,69,64,0,0,0,0,73,69,64,0,0,0,0,0,0,4761,138,40.598656,0,07/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27397274.2739726,971204.1643835618,63456.31506849315,3.48,matched (3)
213,5,8,44.599998,43.75,44.110001,-1.99,,32,19,19570,52.329166,-8.2191658,73,69,64,0,0,0,0,73,69,64,0,0,0,0,0,0,4761,138,42.28006,0,07/31/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27401861.46575342,971290.8794520549,63457.83561643836,3.46,matched (3)
214,6,8,42.25,41.5,42.060001,-2.05,,22,15,19571,52.548,-10.487999,71,68,65,0,0,0,0,71,68,65,0,0,0,0,0,0,4624,136,40.252003,0,08/01/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27406448.65753426,971377.5945205481,63459.35616438356,3.4400001,matched (3)
217,2,8,44,43.5,43.73,1.67,,26,12,19572,48.619167,-4.8891678,74,70,65,0,0,0,0,74,70,65,0,0,0,0,0,0,4900,140,41.488289,0,08/02/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27411035.84931508,971464.3095890412,63460.87671232877,3.3900001,matched (3)
,,,,,,,,,,19573,,,70,68,65,0,0,0,0,70,68,65,0,0,0,0,0,0,4624,136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27415623.0410959,971551.0246575344,63462.39726027397,,master only (1)
,,,,,,,,,,19574,,,73,69,65,0,0,0,0,73,69,65,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27420210.23287672,971637.7397260275,63463.91780821918,,master only (1)
218,3,8,43,42.5,42.77,-.96,,8,9,19575,49.575455,-6.8054543,75,70,64,0,0,0,0,75,70,64,0,0,0,0,0,0,4900,140,39.705467,0,08/05/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27424797.42465754,971724.4547945207,63465.43835616438,3.3299999,matched (3)
219,4,8,43,42,42.27,-.5,,33,18,19576,49.170834,-6.9008331,73,69,65,0,0,0,0,73,69,65,0,0,0,0,0,0,4761,138,42.442249,0,08/06/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27429384.61643836,971811.1698630138,63466.95890410959,3.3499999,matched (3)
220,5,8,40,39.75,39.900002,-2.37,,19,13,19577,57.366669,-17.466667,72,68,64,0,0,0,0,72,68,64,0,0,0,0,0,0,4624,136,40.015213,0,08/07/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27433971.80821918,971897.8849315071,63468.47945205479,3.3199999,matched (3)
221,6,8,39,38.25,38.709999,-1.19,,29,14,19578,53.242001,-14.532001,74,70,65,0,0,0,0,74,70,65,0,0,0,0,0,0,4900,140,40.412018,0,08/08/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27438559,971984.6000000001,63470,3.27,matched (3)
224,2,8,44.75,44,44.369999,5.66,,33,14,19579,52.262726,-7.8927269,72,69,65,0,0,0,0,72,69,65,0,0,0,0,0,0,4761,138,42.116856,0,08/09/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27443146.19178082,972071.3150684934,63471.52054794521,3.3199999,matched (3)
,,,,,,,,,,19580,,,72,69,66,0,0,0,0,72,69,66,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27447733.38356164,972158.0301369864,63473.04109589041,,master only (1)
,,,,,,,,,,19581,,,73,69,64,0,0,0,0,73,69,64,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27452320.57534248,972244.7452054797,63474.56164383562,,master only (1)
225,3,8,44,43.5,43.849998,-.52,,23,13,19582,50.912727,-7.0627289,72,68,64,0,0,0,0,72,68,64,0,0,0,0,0,0,4624,136,40.989376,0,08/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27456907.7671233,972331.4602739727,63476.08219178082,3.3399999,matched (3)
226,4,8,45.349998,44.75,45.060001,1.21,,47,21,19583,56.312729,-11.252728,73,70,66,0,0,0,0,73,70,66,0,0,0,0,0,0,4900,140,43.833298,0,08/13/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27461494.95890412,972418.1753424658,63477.60273972603,3.3399999,matched (3)
227,5,8,47,46.5,46.900002,1.84,,24,14,19584,59.740002,-12.84,73,69,64,0,0,0,0,73,69,64,0,0,0,0,0,0,4761,138,40.581512,0,08/14/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27466082.15068494,972504.890410959,63479.12328767123,3.3599999,matched (3)
228,6,8,43.5,43,43.049999,-3.85,,49,14,19585,58.862,-15.812,73,69,64,0,0,0,0,73,69,64,0,0,0,0,0,0,4761,138,40.761265,0,08/15/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27470669.34246576,972591.6054794521,63480.64383561644,3.3399999,matched (3)
231,2,8,45.5,44.75,45.130001,2.08,,38,18,19586,48.635002,-3.5050011,73,69,64,0,0,0,0,73,69,64,0,0,0,0,0,0,4761,138,43.441113,0,08/16/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27475256.53424658,972678.3205479453,63482.16438356164,3.3499999,matched (3)
,,,,,,,,,,19587,,,77,72,66,0,0,0,0,77,72,66,0,0,0,0,0,0,5184,144,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27479843.7260274,972765.0356164384,63483.68493150685,,master only (1)
,,,,,,,,,,19588,,,74,70,65,0,0,0,0,74,70,65,0,0,0,0,0,0,4900,140,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27484430.91780822,972851.7506849316,63485.20547945205,,master only (1)
232,3,8,47,46,46.759998,1.63,,50,21,19589,47.810909,-1.0509109,70,67,64,0,0,0,0,70,67,64,0,0,0,0,0,0,4489,134,43.917213,0,08/19/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27489018.10958904,972938.4657534247,63486.72602739726,3.46,matched (3)
233,4,8,49.75,49,49.580002,2.82,,35,16,19590,50.408184,-.82818222,74,69,63,0,0,0,0,74,69,63,0,0,0,0,0,0,4761,138,41.891258,0,08/20/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27493605.30136986,973025.180821918,63488.24657534246,3.48,matched (3)
234,5,8,49.75,49.25,49.459999,-.12,,53,17,19591,53.718998,-4.2589989,74,70,65,0,0,0,0,74,70,65,0,0,0,0,0,0,4900,140,42.343025,0,08/21/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27498192.4931507,973111.895890411,63489.76712328767,3.51,matched (3)
235,6,8,46.5,46,46.139999,-3.32,,35,16,19592,52.192001,-6.052002,76,71,66,0,0,0,0,76,71,66,0,0,0,0,0,0,5041,142,41.307373,0,08/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27502779.68493152,973198.6109589043,63491.28767123287,3.52,matched (3)
238,2,8,47,46.5,46.810001,.67,,31,18,19593,48.67923,-1.8692284,79,73,66,0,0,0,0,79,73,66,0,0,0,0,0,0,5329,146,43.859539,0,08/23/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27507366.87671234,973285.3260273973,63492.80821917808,3.5,matched (3)
,,,,,,,,,,19594,,,77,72,67,0,0,0,0,77,72,67,0,0,0,0,0,0,5184,144,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27511954.06849316,973372.0410958906,63494.32876712328,,master only (1)
,,,,,,,,,,19595,,,74,70,65,0,0,0,0,74,70,65,0,0,0,0,0,0,4900,140,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27516541.26027398,973458.7561643836,63495.8493150685,,master only (1)
239,3,8,51.5,50,50.799999,3.99,,32,21,19596,48.123001,2.6769981,77,71,65,0,0,0,0,77,71,65,0,0,0,0,0,0,5041,142,44.04731,0,08/26/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27521128.4520548,973545.4712328769,63497.36986301369,3.55,matched (3)
240,4,8,53.75,53,53.16,2.36,,75,25,19597,51.482727,1.6772728,79,74,69,0,1,0,0,79,74,69,0,1,0,0,1,1,5476,148,45.431812,2,08/27/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27525715.64383562,973632.1863013699,63498.89041095891,3.5,matched (3)
241,5,8,56,54.25,54.470001,1.31,,43,20,19598,67.205002,-12.735001,82,75,68,0,0,0,0,82,75,68,0,0,0,0,0,0,5625,150,43.751381,0,08/28/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27530302.83561644,973718.9013698632,63500.4109589041,3.54,matched (3)
242,6,8,49.75,49.25,49.619999,-4.85,,30,12,19599,52.709091,-3.0890923,83,76,69,0,0,0,0,83,76,69,0,0,0,0,0,0,5776,152,40.748276,0,08/29/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27534890.02739726,973805.6164383562,63501.93150684932,3.5799999,matched (3)
246,3,9,52.25,52,52.07,2.45,,7,7,19600,43.801113,8.2688866,87,78,69,0,0,0,0,87,78,69,0,0,0,0,0,0,6084,156,40.758217,0,08/30/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27539477.21917808,973892.3315068495,63503.45205479451,3.5699999,matched (3)
,,,,,,,,,,19601,,,89,80,71,0,0,0,0,89,80,71,0,0,0,0,0,0,6400,160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27544064.4109589,973979.0465753425,63504.97260273973,,master only (1)
,,,,,,,,,,19602,,,83,79,74,0,0,0,0,83,79,74,0,0,0,0,0,0,6241,158,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27548651.60273974,974065.7616438358,63506.49315068493,,master only (1)
,,,,,,,,,,19603,,,80,77,73,0,0,0,0,80,77,73,0,0,0,0,0,0,5929,154,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27553238.79452056,974152.4767123288,63508.01369863014,,master only (1)
247,4,9,40.5,39.5,40.110001,-3.03,,38,31,19604,45.523335,-5.4133339,80,75,69,1,0,0,0,80,75,69,1,0,0,0,1,1,5625,150,46.919518,2,09/03/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27557825.98630138,974239.1917808221,63509.53424657534,3.6400001,matched (3)
248,5,9,38,37,37.23,-2.88,,28,19,19605,47.674442,-10.444443,84,77,70,0,0,0,0,84,77,70,0,0,0,0,0,0,5929,154,43.842442,0,09/04/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27562413.1780822,974325.9068493152,63511.05479452055,3.6800001,matched (3)
249,6,9,34.25,33.75,33.950001,-3.28,,30,29,19606,57.088749,-23.138748,87,80,72,0,0,0,0,87,80,72,0,0,0,0,0,0,6400,160,46.946407,0,09/05/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27567000.36986302,974412.6219178084,63512.57534246575,3.7,matched (3)
252,2,9,41.75,39.75,40.419998,6.47,,28,23,19607,46.794998,-6.375,84,78,71,0,0,0,0,84,78,71,0,0,0,0,0,0,6084,156,46.517639,0,09/06/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27571587.56164384,974499.3369863015,63514.09589041096,3.55,matched (3)
,,,,,,,,,,19608,,,88,80,71,0,1,0,0,88,80,71,0,1,0,0,1,1,6400,160,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27576174.75342466,974586.0520547947,63515.61643835616,,master only (1)
,,,,,,,,,,19609,,,84,77,70,0,0,0,0,84,77,70,0,0,0,0,0,0,5929,154,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27580761.94520548,974672.7671232878,63517.13698630137,,master only (1)
253,3,9,72.449997,65,69.639999,29.22,,31,30,19610,48.345455,21.294544,79,74,69,0,0,0,0,79,74,69,0,0,0,0,0,0,5476,148,47.62244,0,09/09/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27585349.1369863,974759.482191781,63518.65753424657,3.6199999,matched (3)
254,4,9,128,117.25,122.89,53.25,,53,29,19611,55.376366,67.513634,75,72,68,0,0,0,0,75,72,68,0,0,0,0,0,0,5184,144,47.123924,0,09/10/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27589936.32876712,974846.1972602741,63520.17808219178,3.6500001,matched (3)
255,5,9,85,77,80.879997,-42.01,,40,28,19612,57.058998,23.820999,74,71,67,0,0,0,0,74,71,67,0,0,0,0,0,0,5041,142,45.916107,0,09/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27594523.52054796,974932.9123287671,63521.69863013698,3.5999999,matched (3)
256,6,9,37.5,36,36.509998,-44.37,,42,24,19613,48.633999,-12.124001,74,71,68,0,0,0,0,74,71,68,0,0,0,0,0,0,5041,142,44.327042,0,09/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27599110.71232878,975019.6273972604,63523.21917808219,3.5699999,matched (3)
259,2,9,38.25,37.75,37.950001,1.44,,25,20,19614,46.345833,-8.3958321,75,70,65,0,0,0,0,75,70,65,0,0,0,0,0,0,4900,140,44.310379,0,09/13/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27603697.9041096,975106.3424657534,63524.7397260274,3.5999999,matched (3)
,,,,,,,,,,19615,,,75,71,66,0,0,0,0,75,71,66,0,0,0,0,0,0,5041,142,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27608285.09589042,975193.0575342467,63526.2602739726,,master only (1)
,,,,,,,,,,19616,,,75,70,65,0,0,0,0,75,70,65,0,0,0,0,0,0,4900,140,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27612872.28767124,975279.7726027397,63527.78082191781,,master only (1)
260,3,9,44.5,43.75,44.16,-4.72,,24,15,19617,44.743637,-.58363724,77,72,67,0,0,0,0,77,72,67,0,0,0,0,0,0,5184,144,42.642685,0,09/16/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27617459.47945206,975366.487671233,63529.30136986301,3.6400001,matched (3)
261,4,9,46.5,44,45.93,1.77,,60,20,19618,46.127274,-.19727325,77,71,64,1,0,0,0,77,71,64,1,0,0,0,1,1,5041,142,43.552776,2,09/17/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27622046.67123288,975453.2027397261,63530.82191780822,3.77,matched (3)
262,5,9,46.5,45.5,46.040001,.11,,43,20,19619,51.43,-5.3899994,72,69,65,0,0,0,0,72,69,65,0,0,0,0,0,0,4761,138,43.297165,0,09/18/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27626633.8630137,975539.9178082193,63532.34246575342,3.72,matched (3)
